truth,predicted,count
Oregon Tax Court,Mississippi Supreme Court,0
South Dakota Supreme Court,Mississippi Supreme Court,0
Superior Court of Delaware,Mississippi Supreme Court,0
Superior Court of North Carolina,Mississippi Supreme Court,0
Superior Court of Pennsylvania,Mississippi Supreme Court,7
Superior Court of Rhode Island,Mississippi Supreme Court,0
Supreme Court of Alabama,Mississippi Supreme Court,3
Supreme Court of Arkansas,Mississippi Supreme Court,0
Supreme Court of Colorado,Mississippi Supreme Court,0
Supreme Court of Connecticut,Mississippi Supreme Court,0
Supreme Court of Delaware,Mississippi Supreme Court,1
Supreme Court of Florida,Mississippi Supreme Court,3
Supreme Court of Georgia,Mississippi Supreme Court,1
Supreme Court of Iowa,Mississippi Supreme Court,0
Supreme Court of Kansas,Mississippi Supreme Court,0
Supreme Court of Louisiana,Mississippi Supreme Court,1
Supreme Court of Minnesota,Mississippi Supreme Court,0
Supreme Court of Missouri,Mississippi Supreme Court,2
Supreme Court of New Hampshire,Mississippi Supreme Court,0
Supreme Court of New Jersey,Mississippi Supreme Court,0
Supreme Court of North Carolina,Mississippi Supreme Court,2
Supreme Court of Oklahoma,Mississippi Supreme Court,0
Supreme Court of Pennsylvania,Mississippi Supreme Court,1
Supreme Court of Puerto Rico,Mississippi Supreme Court,0
Supreme Court of Rhode Island,Mississippi Supreme Court,0
Supreme Court of South Carolina,Mississippi Supreme Court,0
Supreme Court of the United States,Mississippi Supreme Court,57
Supreme Court of Vermont,Mississippi Supreme Court,1
Supreme Court of Virginia,Mississippi Supreme Court,0
Tennessee Superior Court for Law and Equity,Mississippi Supreme Court,0
Tennessee Supreme Court,Mississippi Supreme Court,0
Texas Attorney General Reports,Mississippi Supreme Court,0
"Texas Court of Appeals, 10th District (Waco)",Mississippi Supreme Court,0
"Texas Court of Appeals, 11th District (Eastland)",Mississippi Supreme Court,1
"Texas Court of Appeals, 12th District (Tyler)",Mississippi Supreme Court,2
"Texas Court of Appeals, 13th District",Mississippi Supreme Court,1
"Texas Court of Appeals, 2nd District (Fort Worth)",Mississippi Supreme Court,4
"Texas Court of Appeals, 3rd District (Austin)",Mississippi Supreme Court,0
"Texas Court of Appeals, 4th District (San Antonio)",Mississippi Supreme Court,0
"Texas Court of Appeals, 6th District (Texarkana)",Mississippi Supreme Court,0
"Texas Court of Appeals, 7th District (Amarillo)",Mississippi Supreme Court,1
"Texas Court of Appeals, 8th District (El Paso)",Mississippi Supreme Court,0
"Texas Court of Appeals, 9th District (Beaumont)",Mississippi Supreme Court,2
Texas Supreme Court,Mississippi Supreme Court,0
U.S. Circuit Court for the District of District of Columbia,Mississippi Supreme Court,0
U.S. Circuit Court for the District of Massachusetts,Mississippi Supreme Court,0
United States Board of Tax Appeals,Mississippi Supreme Court,0
United States Court of International Trade,Mississippi Supreme Court,0
Utah Supreme Court,Mississippi Supreme Court,0
Washington Supreme Court,Mississippi Supreme Court,0
Wisconsin Supreme Court,Mississippi Supreme Court,1
Alabama Court of Appeals,Missouri Attorney General Reports,0
Alaska Supreme Court,Missouri Attorney General Reports,1
Appellate Court of Illinois,Missouri Attorney General Reports,32
Appellate Division of the Supreme Court of the State of New York,Missouri Attorney General Reports,1
Arizona Supreme Court,Missouri Attorney General Reports,0
Arkansas Attorney General Reports,Missouri Attorney General Reports,1
Board of Veterans' Appeals,Missouri Attorney General Reports,0
California Court of Appeal,Missouri Attorney General Reports,0
California Supreme Court,Missouri Attorney General Reports,0
Colorado Attorney General Reports,Missouri Attorney General Reports,0
Colorado Court of Appeals,Missouri Attorney General Reports,0
Commonwealth Court of Pennsylvania,Missouri Attorney General Reports,0
Connecticut Appellate Court,Missouri Attorney General Reports,0
Connecticut Superior Court,Missouri Attorney General Reports,6
Court for the Trial of Impeachments and Correction of Errors,Missouri Attorney General Reports,1
Court of Appeals for the D.C. Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Eighth Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Eleventh Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Federal Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Fifth Circuit,Missouri Attorney General Reports,1
Court of Appeals for the First Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Fourth Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Ninth Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Second Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Seventh Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Sixth Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Tenth Circuit,Missouri Attorney General Reports,0
Court of Appeals for the Third Circuit,Missouri Attorney General Reports,0
Court of Appeals of Arkansas,Missouri Attorney General Reports,0
Court of Appeals of Georgia,Missouri Attorney General Reports,0
Court of Appeals of Iowa,Missouri Attorney General Reports,0
Court of Appeals of Kansas,Missouri Attorney General Reports,0
Court of Appeals of Kentucky (pre-1976),Missouri Attorney General Reports,0
Court of Appeals of Maryland,Missouri Attorney General Reports,4
Court of Appeals of Minnesota,Missouri Attorney General Reports,0
Court of Appeals of Mississippi,Missouri Attorney General Reports,1
Court of Appeals of North Carolina,Missouri Attorney General Reports,10
Court of Appeals of Oregon,Missouri Attorney General Reports,0
Court of Appeals of South Carolina,Missouri Attorney General Reports,0
Court of Appeals of Texas,Missouri Attorney General Reports,0
Court of Appeals of Washington,Missouri Attorney General Reports,0
Court of Appeals of Wisconsin,Missouri Attorney General Reports,0
Court of Chancery of Delaware,Missouri Attorney General Reports,0
Court of Civil Appeals of Alabama,Missouri Attorney General Reports,4
Court of Claims of Illinois,Missouri Attorney General Reports,3
Court of Criminal Appeals of Alabama,Missouri Attorney General Reports,3
Court of Criminal Appeals of Oklahoma,Missouri Attorney General Reports,0
Court of Criminal Appeals of Texas,Missouri Attorney General Reports,0
Court of Customs and Patent Appeals,Missouri Attorney General Reports,0
Court of King's Bench,Missouri Attorney General Reports,0
District Court of Appeal of Florida,Missouri Attorney General Reports,1
"District Court, C.D. California",Missouri Attorney General Reports,0
"District Court, D. Alaska",Missouri Attorney General Reports,0
"District Court, D. Arizona",Missouri Attorney General Reports,0
"District Court, D. Massachusetts",Missouri Attorney General Reports,0
"District Court, D. New Hampshire",Missouri Attorney General Reports,0
"District Court, D. New Jersey",Missouri Attorney General Reports,0
"District Court, D. South Carolina",Missouri Attorney General Reports,0
"District Court, District of Columbia",Missouri Attorney General Reports,0
"District Court, E.D. California",Missouri Attorney General Reports,0
"District Court, E.D. New York",Missouri Attorney General Reports,0
"District Court, E.D. Pennsylvania",Missouri Attorney General Reports,0
"District Court, M.D. Florida",Missouri Attorney General Reports,0
"District Court, N.D. California",Missouri Attorney General Reports,0
"District Court, N.D. Illinois",Missouri Attorney General Reports,0
"District Court, N.D. Indiana",Missouri Attorney General Reports,0
"District Court, S.D. Florida",Missouri Attorney General Reports,0
"District Court, S.D. Illinois",Missouri Attorney General Reports,0
"District Court, S.D. New York",Missouri Attorney General Reports,0
"District Court, W.D. Michigan",Missouri Attorney General Reports,0
District of Columbia Court of Appeals,Missouri Attorney General Reports,1
Florida Attorney General Reports,Missouri Attorney General Reports,0
Florida Fifth District Court of Appeal,Missouri Attorney General Reports,0
Florida First District Court of Appeal,Missouri Attorney General Reports,0
Florida Fourth District Court of Appeal,Missouri Attorney General Reports,0
Florida Second District Court of Appeal,Missouri Attorney General Reports,0
Florida Third District Court of Appeal,Missouri Attorney General Reports,0
Hawaii Intermediate Court of Appeals,Missouri Attorney General Reports,0
Hawaii Supreme Court,Missouri Attorney General Reports,0
Idaho Court of Appeals,Missouri Attorney General Reports,0
Idaho Supreme Court,Missouri Attorney General Reports,0
Illinois Supreme Court,Missouri Attorney General Reports,5
Indiana Court of Appeals,Missouri Attorney General Reports,2
Indiana Supreme Court,Missouri Attorney General Reports,0
Louisiana Attorney General Reports,Missouri Attorney General Reports,1
Louisiana Court of Appeal,Missouri Attorney General Reports,1
Massachusetts Appeals Court,Missouri Attorney General Reports,0
Massachusetts Supreme Judicial Court,Missouri Attorney General Reports,0
Michigan Supreme Court,Missouri Attorney General Reports,0
Mississippi Supreme Court,Missouri Attorney General Reports,1
Missouri Attorney General Reports,Missouri Attorney General Reports,0
Missouri Court of Appeals,Missouri Attorney General Reports,1
Montana Supreme Court,Missouri Attorney General Reports,2
Nebraska Attorney General Reports,Missouri Attorney General Reports,1
Nebraska Court of Appeals,Missouri Attorney General Reports,0
Nevada Supreme Court,Missouri Attorney General Reports,4
New Jersey Court of Chancery,Missouri Attorney General Reports,0
New Jersey Superior Court Appellate Division,Missouri Attorney General Reports,1
New Jersey Tax Court,Missouri Attorney General Reports,0
New Mexico Supreme Court,Missouri Attorney General Reports,0
New York Attorney General Reports,Missouri Attorney General Reports,0
New York Court of Appeals,Missouri Attorney General Reports,3
New York Supreme Court,Missouri Attorney General Reports,0
New York Surrogate's Court,Missouri Attorney General Reports,0
North Carolina Industrial Commission,Missouri Attorney General Reports,3
North Dakota Supreme Court,Missouri Attorney General Reports,0
Ohio Court of Appeals,Missouri Attorney General Reports,4
Ohio Supreme Court,Missouri Attorney General Reports,2
Oklahoma Attorney General Reports,Missouri Attorney General Reports,2
Oregon Supreme Court,Missouri Attorney General Reports,3
Oregon Tax Court,Missouri Attorney General Reports,0
South Dakota Supreme Court,Missouri Attorney General Reports,0
Superior Court of Delaware,Missouri Attorney General Reports,0
Superior Court of North Carolina,Missouri Attorney General Reports,1
Superior Court of Pennsylvania,Missouri Attorney General Reports,9
Superior Court of Rhode Island,Missouri Attorney General Reports,0
Supreme Court of Alabama,Missouri Attorney General Reports,3
Supreme Court of Arkansas,Missouri Attorney General Reports,0
Supreme Court of Colorado,Missouri Attorney General Reports,0
Supreme Court of Connecticut,Missouri Attorney General Reports,0
Supreme Court of Delaware,Missouri Attorney General Reports,0
Supreme Court of Florida,Missouri Attorney General Reports,6
Supreme Court of Georgia,Missouri Attorney General Reports,2
Supreme Court of Iowa,Missouri Attorney General Reports,0
Supreme Court of Kansas,Missouri Attorney General Reports,0
Supreme Court of Louisiana,Missouri Attorney General Reports,1
Supreme Court of Minnesota,Missouri Attorney General Reports,0
Supreme Court of Missouri,Missouri Attorney General Reports,1
Supreme Court of New Hampshire,Missouri Attorney General Reports,0
Supreme Court of New Jersey,Missouri Attorney General Reports,2
Supreme Court of North Carolina,Missouri Attorney General Reports,1
Supreme Court of Oklahoma,Missouri Attorney General Reports,0
Supreme Court of Pennsylvania,Missouri Attorney General Reports,0
Supreme Court of Puerto Rico,Missouri Attorney General Reports,0
Supreme Court of Rhode Island,Missouri Attorney General Reports,0
Supreme Court of South Carolina,Missouri Attorney General Reports,0
Supreme Court of the United States,Missouri Attorney General Reports,34
Supreme Court of Vermont,Missouri Attorney General Reports,1
Supreme Court of Virginia,Missouri Attorney General Reports,0
Tennessee Superior Court for Law and Equity,Missouri Attorney General Reports,0
Tennessee Supreme Court,Missouri Attorney General Reports,0
Texas Attorney General Reports,Missouri Attorney General Reports,1
"Texas Court of Appeals, 10th District (Waco)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 11th District (Eastland)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 12th District (Tyler)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 13th District",Missouri Attorney General Reports,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Missouri Attorney General Reports,1
"Texas Court of Appeals, 3rd District (Austin)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 4th District (San Antonio)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 6th District (Texarkana)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 7th District (Amarillo)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 8th District (El Paso)",Missouri Attorney General Reports,0
"Texas Court of Appeals, 9th District (Beaumont)",Missouri Attorney General Reports,2
Texas Supreme Court,Missouri Attorney General Reports,0
U.S. Circuit Court for the District of District of Columbia,Missouri Attorney General Reports,0
U.S. Circuit Court for the District of Massachusetts,Missouri Attorney General Reports,0
United States Board of Tax Appeals,Missouri Attorney General Reports,0
United States Court of International Trade,Missouri Attorney General Reports,0
Utah Supreme Court,Missouri Attorney General Reports,0
Washington Supreme Court,Missouri Attorney General Reports,0
Wisconsin Supreme Court,Missouri Attorney General Reports,1
Alabama Court of Appeals,Missouri Court of Appeals,2
Alaska Supreme Court,Missouri Court of Appeals,0
Appellate Court of Illinois,Missouri Court of Appeals,27
Appellate Division of the Supreme Court of the State of New York,Missouri Court of Appeals,0
Arizona Supreme Court,Missouri Court of Appeals,0
Arkansas Attorney General Reports,Missouri Court of Appeals,4
Board of Veterans' Appeals,Missouri Court of Appeals,0
California Court of Appeal,Missouri Court of Appeals,0
California Supreme Court,Missouri Court of Appeals,0
Colorado Attorney General Reports,Missouri Court of Appeals,0
Colorado Court of Appeals,Missouri Court of Appeals,0
Commonwealth Court of Pennsylvania,Missouri Court of Appeals,0
Connecticut Appellate Court,Missouri Court of Appeals,0
Connecticut Superior Court,Missouri Court of Appeals,9
Court for the Trial of Impeachments and Correction of Errors,Missouri Court of Appeals,0
